key,nom,editeur,categories,installs,avis,note,cloud,modele_dc,derniere_version_dc
com.redmoon.jira.secure-admin,Secure Admin - Share admin access safely and securely,Redmoon Software Ltd,Admin tools;Utilities;Security;Project management,35,6,5.0,non,atlassian,2026-02-25
com.jirasudo.jira-sudo,Sudo for Jira,David Erickson,Admin tools;Integrations;Repository hooks;Continuous integration,52,4,4.69,non,atlassian,2026-03-16
com.qmetry.Professional,QMetry Integration for Jira,SmartBear Software,Integrations,402,15,4.67,oui,free,2026-09-09
com.miniorange.usermanagement.confluence-user-management,User Management for Confluence & Auto-deactivation,miniOrange,,43,4,5.0,non,atlassian,2026-05-27
com.akelesconsulting.jira.plugins.CannedSearchGadget,Canned Search Gadget,Akeles Consulting,Dashboard gadgets;IT & helpdesk,43,4,5.0,non,atlassian,2026-03-03
com.akelesconsulting.jira.plugins.Countdown,Countdown Gadget,Akeles Consulting,Time tracking;Dashboard gadgets,535,11,4.32,oui,free,2026-01-27
cea4b4d2-9e2c-4c93-bfa5-0b944b0876d0,Kantega User Management & License Optimizer for Jira,Kantega SSO,Admin tools;IT & helpdesk;Monitoring;Security,85,1,5.0,oui,atlassian,2026-07-03
eu.mirrorlake.plugins.pc2d,Mirrorlake Plan Chart 2D,Mirrorlake Software,Dashboard gadgets;Charts & diagramming;Reports;Project management,61,2,5.0,oui,atlassian,2025-12-21
com.kostebekteknoloji.plugins.jira.jira-bulk-operation-exhancer,Bulk Operation Enhancer for Jira,Köstebek Teknoloji,Utilities;Project management,59,2,5.0,non,atlassian,2026-04-04
com.nh.jira.UserAvatar,User Avatar,Pitronote,Themes & styles;Custom fields;Integrations,30,11,4.66,non,atlassian,2023-10-10
ch.bitvoodoo.confluence.plugins.contentscheduler,Content Scheduler for Confluence,Elevatic,Document management,33,8,4.69,non,atlassian,2025-10-22
com.atlassian.jira.jira-autolink-plugin,AutoLink Plugin for Jira,Atlassian,,452,20,4.12,non,free,2025-09-04
com.ila.esolution.jira.jenkinsutils.plugin.jira-jenkins-utils-plugin,Jenkins DevOps Suite for Jira,ILA eSolution,Build management;Integrations;Continuous integration;Deployments,44,7,4.29,non,atlassian,2026-01-12
com.hivestone.confluence.plugins.autonumberedheadings,Auto Numbered Headings,Hivestone,Document management;Macros;Utilities,38,4,5.0,non,atlassian,2026-01-26
com.k15t.confluence.k15t-expando,Expando for Confluence FREE,K15t Labs,Document management;Macros,414,12,4.48,non,free,2024-01-24
com.akelesconsulting.jira.plugins.relatedFilter,Menu Gadget,Akeles Consulting,Dashboard gadgets;IT & helpdesk,647,11,3.75,oui,free,2026-01-06
com.stellarity.bamboo.powershell-task,PowerShell Task,Stellarity Software,Build management;Tasks,38,4,5.0,non,atlassian,2026-03-26
com.almworks.structure.confluence.helper,Confluence Helper for Structure,Tempo Software,Integrations,1269,2,3.12,oui,free,2026-09-02
onlyoffice.onlyoffice-confluence-plugin,ONLYOFFICE Connector for Confluence,Ascensio System SIA,Charts & diagramming;Document management;Integrations;Continuous integration,580,3,5.0,oui,free,2026-09-10
net.seibertmedia.confluence.qr2wiki,qr2page (Create printable QR Codes for Pages),Seibert,Documentation;Utilities;Mobile,70,2,4.38,oui,atlassian,2026-08-04
de.scandio.bitbucket.plugins.favourites,Favorites for Bitbucket,ASK Software,Tasks;Utilities,63,5,3.75,non,atlassian,2026-01-05
com.miniorange.usersync.miniorange-usersync-confluence,"mO SCIM Provisioning, User Sync & Group Sync for Confluence",miniOrange,Admin tools;Integrations;Utilities;Security,27,7,5.0,oui,atlassian,2026-09-23
com.troopr.confluence_version-slack-integration-for-confluence,Enjo Slack Integration for Confluence,Troopr Labs - AI for Support & Project Management,Document management;Documentation;IT & helpdesk,44,3,5.0,oui,free,2024-03-12
io.windtunnel.smb.secret-managers-plugin,Secret Managers for Bamboo,votazz,Integrations;Continuous integration;Deployments;Security,44,4,4.69,non,atlassian,2026-02-10
com.kanoah.jira-checklist,Kanoah Checklist for Jira,The Adaptavist Group,Workflow;Custom fields;Tasks;Project management,45,8,4.06,non,atlassian,2025-11-03
com.eesel.plugins.oracle,AI for Confluence Cloud,eesel,Document management;Documentation;IT & helpdesk;Project management,314,44,4.29,oui,free,2023-05-15
net.collabsoft.plugins.stash.gfc,Git Flow Chart,CollabSoft,Charts & diagramming;Reports;Code review;Source code,57,12,3.33,oui,atlassian,2026-09-18
com.stiltsoft.bitbucket.submodule,Submodule Changes for Bitbucket,Stiltsoft Europe OÜ,Workflow;Design tools;Code review;Source code,50,4,4.38,non,atlassian,2025-09-23
com.medc.jira.desktopcentral,Endpoint Central,ManageEngine,Admin tools;IT & helpdesk;Deployments;Mobile,770,12,3.19,oui,free,2026-05-22
io.qameta.allure.allure-ee-jira,Allure TestOps for Jira,Qameta Software Inc.,Reports;Testing & QA,613,5,4.25,oui,free,2026-07-08
com.sodius.oslc.app.jira,SodiusWillert OSLC Connect for Jira,SodiusWillert,Repository connectors;Integrations;Continuous integration;Testing & QA,53,2,5.0,oui,atlassian,2026-04-21
de.scandio.confluence.plugins.live-snippets,Git Snippets - Smart Git Viewer for Confluence,Lively Apps,Blueprints;Integrations;Macros;Source code,53,2,5.0,non,atlassian,2026-08-25
com.candylio.jira.plugins.jira-kudos,Kudos - Employee Recognition and Rewards for Jira,Candylio Software Pte. Ltd.,Workflow;Utilities;IT & helpdesk,41,6,4.38,oui,atlassian,2026-08-13
com.methoda.plugins.pagePreview4Jira,C4J for Confluence Page Preview In Jira,Methoda,Charts & diagramming;Document management;Documentation;Integrations,35,4,5.0,non,atlassian,2026-09-09
org.techtime.bitbucket.plugins.usermanagement,User Management for Bitbucket (bulk & timed inactive users),TechTime Initiative Group Limited,Admin tools;Utilities;Monitoring,52,2,5.0,non,atlassian,2026-09-11
net.youngaweb.jira.yp-better-comments-with-reply,Better comments with reply,Young Plugins,,50,3,4.58,non,atlassian,2025-09-02
io.testiny.jira-app,Testiny - Test Management for Jira,Mategra GmbH,Testing & QA,443,4,5.0,oui,free,2026-01-19
com.rauliki.JiraSupportAdminTools.JiraSupportAdminTools,Support Admin Tools for Jira,Sngular,Admin tools,55,4,4.06,non,atlassian,2024-11-18
es.sistel.plugins.jira.logwork-as-another-user,Log work as another user for Jira,BranchCreation S.L.U.,Time tracking,62,4,3.75,oui,atlassian,2026-04-23
com.lucidchart.confluence.plugins.lucidspark-confluence,Lucidspark Boards Connector,Lucid,Charts & diagramming;Documentation;Macros;Design tools,1106,2,3.12,oui,free,2026-08-25
com.infosysta.jira.JAM,Attachments Manager for Jira,Futurate,Admin tools;Themes & styles;Utilities;Project management,32,15,4.17,non,atlassian,2025-09-29
sk.tempest.jira.base64AttachmentUploadRestApi,Base64 Attachment REST API,Alanata,Integrations,69,1,5.0,oui,atlassian,2025-10-13
com.sykorait.jira.plugins.USU-Service-Management-Connector,USU Service Management Connector for Jira,Sykora IT s.r.o.,Integrations;IT & helpdesk,24,7,5.0,oui,atlassian,2026-07-23
com.candylio.jira.plugins.jira-nps,NPS Survey for Jira,Candylio Software Pte. Ltd.,Dashboard gadgets;Email;IT & helpdesk;Project management,84,3,2.92,oui,atlassian,2026-07-28
de.kupper.it.atlassian.confluence.tabs,Responsive tabs,Kupper Software,Documentation;Macros,53,4,4.06,non,atlassian,2026-06-12
com.almworks.testy,Structure.Testy by Tempo - Add Test Checklists to Structure,Tempo Software,Build management;Code quality;Code review;Testing & QA,394,11,4.32,non,free,2026-09-08
com.atlassian.plugins.panopticon,Centralized license visibility,Atlassian,Admin tools;Monitoring;Security,903,6,2.92,non,free,2026-02-19
com.keplertechnologies.ColorfulProcessingTimes,Kepler - Color fields | SLA & Custom actions,Kepler Technologies,Admin tools;Custom fields,33,4,5.0,oui,atlassian,2025-12-31
com.easesolutions.jira.plugins.testmanagement,easeTest - Test Management for Jira (formerly T4J),Ease Solutions Consulting GmbH,Dashboard gadgets;Testing & QA,33,4,5.0,non,atlassian,2026-07-16
com.acidoranges.dbterminal.dbterminal,DataBase Explorer,Sevidev,Admin tools;Utilities;Security,39,3,5.0,non,atlassian,2026-06-02
com.stagil.jira.plugins.projects,STAGIL Project Creator for Jira,STAGIL by catworkx,Admin tools;Integrations;IT & helpdesk;Project management,39,3,5.0,non,atlassian,2025-11-04
es.excentia.jira.plugins.jiracloud-dtrack-connector,Dependency Track Connector for Jira,excentia,Integrations;Code quality;Security;Dependency management,47,6,3.96,oui,atlassian,2026-03-17
de.scandio.confluence.plugins.page-branching,Page Branching - Agile Editing & Merging for Confluence,Lively Apps,Workflow;Document management;Documentation;Utilities,48,2,5.0,oui,atlassian,2026-09-15
com.viplean.jira.viplean-jira-advanced-links,VIP.LEAN Advanced Links,VIP.LEAN Solutions GmbH,Admin tools;Utilities;Dependency management;Project management,60,2,4.38,oui,atlassian,2026-08-04
es.excentia.jira.plugins.jira-traceabilityx-plugin,TraceabilityX for Jira,excentia,Dashboard gadgets;Charts & diagramming,26,18,4.31,non,atlassian,2026-01-13
net.savignano.s-notify.confluence.gui,S/Notify Email Encryption for Confluence,savignano software solutions,Admin tools;Email;Utilities,38,3,5.0,non,atlassian,2026-06-01
au.net.bunney.spellproof.plugins.spellproof-confluence,Spellproof for Confluence (Spell Checker),Bunney Apps,Workflow;Language packs;Documentation;Utilities,43,5,4.25,non,atlassian,2026-07-09
com.accxia.jira.plugins.workscouncil.WorksCouncil,UnView for Jira,Accxia,Admin tools;Time tracking;Utilities;Project management,46,6,3.96,non,atlassian,2026-05-27
com.adaptavist.tm4c,Zephyr Reporting for Confluence,SmartBear,Dashboard gadgets;Reports;Macros;Testing & QA,428,15,3.92,non,free,2026-04-20
io.suspect.jira-copy-project-plugin,Jira Copy Project Plugin,Lane Technology,Admin tools;Utilities,69,7,2.86,non,atlassian,2025-08-05
com.akelesconsulting.jira.plugins.calendar-heatmap,Calendar Heatmap Gadget,Akeles Consulting,Dashboard gadgets;Charts & diagramming,399,5,4.75,oui,free,2026-01-20
com.easesolutions.risk.risk-management-for-jira,easeRisk - Risk Management for Jira,Ease Solutions Consulting GmbH,Reports;Documentation;Monitoring;Project management,46,2,5.0,oui,atlassian,2026-07-01
hhn.hm.alt.editor,Alt Text - Markdown and Source Editor for Confluence,Hugemassive,Documentation;Utilities;IDE,61,3,3.75,oui,atlassian,2025-11-04
axure.cloud.jira,Axure for Jira,Axure,Workflow;Charts & diagramming;Documentation;Design tools,448,4,4.69,oui,free,2026-01-16
es.excentia.jira.plugins.excentia-admin-tools,excentia Admin Tools for Jira,excentia,Admin tools;Workflow;Utilities;Project management,36,3,5.0,non,atlassian,2026-06-04
doitbetter.matrix,e Matrix,Doitb,Time tracking;Reports;Tasks;Project management,92,4,1.88,oui,atlassian,2025-09-16
com.akelesconsulting.jira.plugins.tissue,Tissue - Table of linked Issues,Akeles Consulting,Dashboard gadgets,233,13,4.81,oui,free,2026-04-02
com.atlassian.confluence.plugins.confluence-slack-server-integration-plugin,Slack for Confluence Data Center (official),Atlassian,Messaging;Integrations,616,3,4.17,non,free,2026-05-25
com.tse.confluence.spaceproperties.plugin.confluence-space-properties-plugin,Space Fields for Confluence,ILA eSolution,Custom fields;Integrations;Macros;Utilities,27,6,4.79,non,atlassian,2026-01-14
es.excentia.bitbucket.plugins.sonarqube-connector-app,SonarQube Connector for Bitbucket,excentia,Code quality;Security;Source code;Testing & QA,35,3,5.0,oui,atlassian,2026-05-14
net.seibertmedia.confluence.collapsable-admin-menu,Collapsible Admin Menu,Seibert,Admin tools,248,13,4.71,non,free,2025-09-08
net.gcore.plugins.bitbucket2msteams,Microsoft Teams Connector for Bitbucket,Globo Solutions,Repository connectors;Messaging;Integrations;Repository hooks,53,4,3.75,non,atlassian,2026-06-29
com.wittified.delegated-group-management-in-confluence,Delegated Group Management in Confluence,Appfire,Admin tools,50,3,4.17,non,atlassian,2026-07-29
net.kentcom.page-reminders,Page Reminders for Confluence,KC Integrations,Tasks;Documentation;Utilities;Monitoring,43,2,5.0,non,atlassian,2026-05-08
com.shdsd.plugin.weChatWork,WeCom (WeChat Work) for Jira Service Management,DragonSoft,Admin tools;Integrations;IT & helpdesk;Mobile,27,8,4.53,non,atlassian,2025-10-29
de.resolution.usersync.jira,"User Sync: SCIM Provisioning, Group Sync for Jira",resolution Reichert Network Solutions GmbH,Admin tools;Integrations;Utilities;Security,59,1,5.0,non,atlassian,2026-08-27
clockify-v2,Clockify: Time Tracking & Timesheet 2-Way Sync,CAKE.com Inc,Time tracking;Reports;Integrations;Project management,1079,2,1.5,oui,free,2026-09-21
fi.apio.openapi-viewer,OpenAPI Viewer for Bitbucket,ncode,Documentation;Utilities;Source code,41,3,4.58,oui,atlassian,2026-09-12
com.riadalabs.jira.plugins.insight.insight-atlassian-environments,Assets - Jira & Bitbucket Integration,Atlassian,Admin tools,392,6,4.38,non,free,2025-10-23
com.itlab.jira.plugins.classic-transitions-view,Classic Transitions View for Jira,it.Lab,Admin tools;Workflow;Utilities;Design tools,57,1,5.0,non,atlassian,2026-08-09
de.kupper.it.atlassian.confluence.permission-helper,Permission Helper,Kupper Software,Admin tools;Macros;Utilities,57,1,5.0,non,atlassian,2026-05-01
addonix.jira.plugins.ui-toolkit,"My UI Toolkit - JS, CSS and UX Extensions for Jira",Addonix,Admin tools;Themes & styles,32,3,5.0,non,atlassian,2026-03-12
com.rocketdev.confluence.barcode,Barcodes and QR Codes for Confluence,codalyx,Charts & diagramming;Macros;Utilities;Design tools,38,4,4.38,oui,atlassian,2026-08-13
com.cognitiff.jira.sortbyanyfield.plugin,Sort by any Field,Cognitiff,Custom fields;Tasks;Utilities;Project management,54,3,3.75,oui,atlassian,2025-08-19
msteams.nextup.helpdesk,HelpDesk+ for Microsoft Teams,Appfire,Workflow;Messaging;Integrations;IT & helpdesk,70,2,3.12,oui,atlassian,2024-10-15
com.jibrok.jira.plugins.su,Switch to User and Delegating SU for Jira,JiBrok,Admin tools;Utilities;IT & helpdesk;Security,40,2,5.0,non,atlassian,2026-02-09
de.scandio.confluence.plugins.spaceadmin,Team Admin - Space Group Management for Confluence,Lively Apps,Admin tools;Utilities;Security;Project management,40,2,5.0,non,atlassian,2026-08-25
org.techtime.confluence.plugins.easytime,EasyTime Automatic Tracker for Confluence Time Tracking,TechTime Initiative Group Limited,Time tracking;Reports;Utilities,55,1,5.0,oui,atlassian,2025-09-26
org.hotovo.confluence.amazon-s3-storage-connector,Amazon S3 Connector for Confluence,TeamOps FACTORY (Solumiss Group),Document management;Integrations;Macros;Utilities,40,2,5.0,non,atlassian,2026-07-28
net.utoolity.atlassian.bamboo.identity-federation-for-aws-bamboo,Identity Federation for AWS (Bamboo),Utoolity,Admin tools;Build management;Tasks;Integrations,160,0,0,non,atlassian,2026-09-01
vfjc,Visualizer for Jira,GLiNTECH - a Valiantys company,Project management,55,5,3.25,oui,atlassian,2025-12-09
com.empegraphics.jira.user-mentioned,User Mentioned JQL,Simtask,Utilities,39,2,5.0,non,atlassian,2026-02-28
com.atsistemas.jira.addons.template-me,TemplateMe! - Customized notifications,knowmad mood,Themes & styles;Email,34,9,3.89,non,atlassian,2025-12-10
com.miniorange.rest.auth.confluence-rest-api-oauth,Enhanced API Authentication for Confluence with OAuth/JWT,miniOrange,Admin tools;Integrations;Utilities;Security,39,2,5.0,non,atlassian,2026-09-07
ch.mibex.bitbucket.checklist-buddy,Pull Request Checklist Buddy for Bitbucket,Elevatic,Tasks;Code quality;Code review;Testing & QA,31,3,5.0,oui,atlassian,2025-12-15
com.hivestone.confluence.plugins.copypagehier,Copy Page Hierarchy (Copy Space),Hivestone,Document management;Utilities,42,4,4.06,non,atlassian,2026-03-07
de.communardo.confluence.communardo.qms.plugin,Process Management Suite for Confluence,Elevatic,Reports;Documentation;Project management,31,3,5.0,non,atlassian,2026-02-05
com.stiltsoft.bitbucket.fileviewer,File Viewer for Bitbucket,Stiltsoft Europe OÜ,Utilities,52,3,3.75,non,atlassian,2025-10-23
com.hivestone.confluence.plugins.delunusedattach,Delete Unused Attachments,Hivestone,Document management;Utilities,53,4,3.44,non,atlassian,2025-11-23
com.midori.bitbucket.plugin.commitpolicy,Better Commit Policy Connector for Bitbucket,Midori Global Consulting Kft.,Repository hooks;Continuous integration;Code quality;Code review,338,8,4.22,oui,free,2026-06-18
vivid.trace,Vivid Trace for Jira,Vivid Inc.,Reports;Messaging;Dependency management;Project management,24,8,4.53,non,atlassian,2025-12-23
com.viplean.jira.dw.viplean-jira-data-warehouse,VIP.LEAN ETL for Reporting,VIP.LEAN Solutions GmbH,Admin tools;Reports;Integrations;Utilities,52,1,5.0,oui,atlassian,2026-08-06
com.addonexpertscenter.epic-timeline,Epic Timeline,Add-On Experts Center,Admin tools;Time tracking;Charts & diagramming;Project management,26,5,4.75,oui,atlassian,2025-10-20
com.infosysta.jira.translation.arabic,Arabic for Jira (Language Localization & RTL Support),Futurate,Themes & styles;Language packs,46,4,3.75,non,atlassian,2026-05-18
net.seibertmedia.confluence.appcenter,Linchpin Launchpad - Access Your Tools,Seibert,Integrations;Macros,22,5,5.0,non,atlassian,2026-06-18
com.tse.jira.scmactivitylite.plugin.jira-scm-activity-lite-plugin,SCM Changesets Activity for Jira,ILA eSolution,Admin tools;Utilities;Continuous integration,25,4,5.0,non,atlassian,2026-01-12
com.microsoft.atlassian.MicrosoftConfluencePlugin,Microsoft Graph Connectors for Confluence On-prem,Graph Connector Microsoft,,411,3,4.58,non,free,2026-09-11
