key,nom,editeur,categories,installs,avis,note,cloud,modele_dc,derniere_version_dc
net.veniture.jira.vIssueLayout,IssueLayout - Change the issue design,DC Factory,Themes & styles;Design tools;Project management,94,8,4.69,non,atlassian,2026-08-12
com.simplenia.confluence.plugins.spacetree,Spacetree for Confluence,Appfire,Reports;Macros,96,5,5.0,non,atlassian,2026-07-17
aptis.plugins.epicSumUpFree,Epic Sum Up Free: Roll-up reports for time values,APTIS GmbH & Co. KG,Time tracking;Reports;Project management,2836,43,2.99,oui,free,2025-04-28
com.keplerrominfo.jira.plugins.blitz-actions,Power Actions - Custom Forms and Wizards,Appfire,Admin tools;Workflow;Custom fields;Design tools,94,9,4.58,non,atlassian,2026-09-10
io.soteri.jira.plugins.security,Security for Jira PII & Secret Scanner by Soteri,Soteri,Admin tools;Document management;Monitoring;Security,125,6,4.38,oui,atlassian,2026-09-17
com.atlassian.stash.plugin.stash-auto-unapprove-plugin,Auto Unapprove for Bitbucket Data Center,Atlassian,Utilities,1945,32,3.75,non,free,2025-11-21
org.techtime.confluence.plugins.googlemapsembed,Embed Google Maps Pro for Confluence,TechTime Initiative Group Limited,Admin tools;Charts & diagramming;Integrations;Macros,218,1,5.0,oui,atlassian,2025-11-09
com.alphaserve.authplugin,2FA for Jira (U2F & TOTP),Tempo Software,Admin tools;Integrations;Utilities;Security,83,12,4.58,non,atlassian,2026-07-07
bitbucket-microsoft-teams-connector,Advanced Microsoft Teams Connector for Bitbucket,votazz,Workflow;Messaging;Integrations;Project management,80,25,4.3,oui,atlassian,2026-06-29
com.coresoftlabs.jira.workflow-powerbox,Workflow PowerBox - automation suite,Almarise,Admin tools;Workflow;Utilities;Design tools,94,5,5.0,non,atlassian,2026-09-17
com.fulstech.confluence-excalidraw-app,"Excalidraw, Mermaid, PlantUML - Whiteboard for Confluence",Fulstech,Charts & diagramming;Documentation;Macros;Design tools,237,4,3.12,oui,atlassian,2026-02-13
wrike-confluence,Wrike for Confluence,Bilith Labs,Tasks;Integrations;Macros;Project management,126,4,4.69,oui,atlassian,2026-03-31
com.comalatech.remotepublishing,Comala Remote Publishing,Appfire,Document management;Integrations;Macros,106,4,5.0,non,atlassian,2026-05-12
com.osoboo.jira-metadata-plugin,Metadata for Jira,evolu software GmbH,Custom fields;Reports;IT & helpdesk;Project management,90,19,4.21,non,atlassian,2026-04-09
cr.tin.ActiveUserFilter.active-user-filter,Active User Filter,Modus Create Labs,Admin tools,88,17,4.26,non,atlassian,2025-08-18
google-calendar-confluence,Google Calendar Agenda Macro,Bilith (Google Workspace apps),Integrations;Macros,122,3,5.0,oui,atlassian,2026-03-31
info.renjithv.jira.plugins.bulkmove.bulkmove-subtasks-jira-plugin,Sub-tasks Manager for Jira,votazz,Admin tools;Tasks;Utilities;Project management,126,11,3.86,non,atlassian,2026-08-25
net.gisnas.jira.mailqueue,Mail Queue Monitor for Jira,Rocktronic,Admin tools;Email;Messaging;Utilities,93,6,4.79,non,atlassian,2026-01-20
dufjc,Mass Delete for Jira,GLiNTECH - a Valiantys company,Admin tools,139,4,4.38,oui,atlassian,2026-07-30
com.atlassian.plugins.cloud.connect.cloud-connect-companion,Cloud companion,Atlassian,Admin tools;Integrations,5689,1,1.25,non,free,2026-08-06
ru.teamlead.jira.plugins.subscriptions-for-jira,Subscriptions for Jira (Filters Manager),Teamlead,Admin tools;Reports;Email;Utilities,74,18,4.44,non,atlassian,2026-05-07
com.threadq.fh.field_hide,Field Hide for Jira,ThreadQ,Admin tools;Custom fields;Utilities;Security,69,14,4.64,non,atlassian,2026-09-10
ca.nuum.gaia,Gaia for Jira - Project Template Manager,Appfire,Admin tools;Integrations;Utilities;Project management,77,13,4.52,non,atlassian,2026-07-30
fr.spectrumgroupe.confluence.plugins.discussion,Discussion for Confluence (Community Forum),VECTORS,Documentation;Blueprints;Macros,135,7,3.93,oui,atlassian,2026-04-28
com.miniorange.secureshare.confluence-sharepage,Secure Share - Share pages for Confluence (External Users),miniOrange,Admin tools;Tasks;Messaging;Utilities,124,6,4.21,oui,atlassian,2026-08-11
de.resolution.user-deactivator.confluence,User Management - License & User Deactivator for Confluence,resolution Reichert Network Solutions GmbH,Admin tools;Integrations;Utilities;IT & helpdesk,144,2,5.0,non,atlassian,2026-09-09
systems.npe.jira.cfu,Custom Field Toolbox for Jira,Rocktronic,Admin tools;Custom fields;Reports;Utilities,129,5,4.25,non,atlassian,2026-05-29
com.ja.jira.plugin.report.riskmanagement,Risk Management for Jira,jPlugs,Custom fields;Dashboard gadgets;Project management,146,5,4.0,non,atlassian,2025-09-15
net.seibertmedia.plugin.confluence.microblog,Microblogging for Confluence,Seibert,Messaging;Macros,57,23,4.67,non,atlassian,2026-09-17
org.swift.confluence.macrosecurity,Macro Security for Confluence,Appfire,Admin tools;Integrations;Macros;Utilities,196,1,5.0,non,atlassian,2026-05-07
com.adaptavist.confluence.themes.sitebuilder,ThemeBuilder for Confluence,Kolekti (part of The Adaptavist Group),Admin tools;Themes & styles;Documentation;Design tools,76,20,4.31,non,atlassian,2026-08-26
io.getint.apps.jira.jira-salesforce,Salesforce Connector for Jira (Salesforce Integration) FORGE,"Getint integrations [Jira, Azure DevOps, ServiceNow, Salesforce, Asana, Monday,ClickUp, GitLab and others]",Admin tools;Integrations;IT & helpdesk;Continuous integration,84,5,5.0,oui,atlassian,2026-09-16
com.jibrok.jira.plugins.calculated-custom-fields,Calculated and other custom fields(JBCF) for Jira DC/Cloud,JiBrok,Custom fields;Utilities;IT & helpdesk;Project management,96,4,5.0,oui,atlassian,2026-02-09
de.actonic.tm,Timesheet Builder: Time Tracking & Worklog Reports for Jira,Actonic Products GmbH,Time tracking;Integrations;Security;Project management,193,1,5.0,oui,atlassian,2026-08-31
net.oharagroup.confluence.plugins.confluence-sequence-diagrams,Sequence Diagrams for Confluence,O'Hara Group,Charts & diagramming;Macros,259,10,2.0,oui,atlassian,2025-08-05
de.scandio.confluence.plugins.lively-theme,Lively Theme - Lightweight Intranet for Confluence,Lively Apps,Themes & styles;Dashboard gadgets;Documentation;Design tools,75,6,5.0,non,atlassian,2026-08-28
com.qas.qtest.plugins.jira-plugin,Tricentis qTest Integration for Jira,Tricentis,Dashboard gadgets;Integrations;Continuous integration;Testing & QA,1722,39,3.59,oui,free,2026-03-06
com.xdevpod.apps.excalidraw,Excalidraw for Confluence,XDevPod,Charts & diagramming;Macros,184,3,3.75,oui,atlassian,2025-12-01
com.intenso.jira.plugins.jira-approvals,Approvals – Advanced Issue Acceptance,Deviniti,Workflow;Document management;IT & helpdesk;Testing & QA,156,15,3.08,non,atlassian,2025-10-16
proficient.developer.plugins.jira.who-is-online,Who is Online for Jira,Actonic Labs,Utilities;Monitoring,64,16,4.61,oui,atlassian,2026-02-17
net.kentcom.live-input-macros,Live Input Macros,KC Integrations,Document management;Documentation;Macros;Utilities,112,14,3.77,non,atlassian,2026-06-12
com.tngtech.confluence.plugin.fonts,Webfonts for Confluence,TNG Technology Consulting GmbH,Themes & styles;Documentation;Macros,189,1,5.0,non,atlassian,2026-09-10
com.smateso.plugins.confluence.permission-management,Permission Management for Confluence,EB Cloud Engineering,Admin tools;Utilities;IT & helpdesk;Monitoring,137,2,5.0,oui,atlassian,2025-08-15
de.catworkx.jira.plugins.cwx-issue-picker,Teamworkx Issue Picker for Jira,catworkx GmbH,Custom fields;Documentation;Utilities;IT & helpdesk,158,11,3.18,oui,atlassian,2026-08-19
hiptest.jira-plugin,CucumberStudio - BDD & Test Management,"Cucumber, a SmartBear company",Testing & QA,1077,45,4.25,oui,free,2025-04-02
de.stagil.confluence.stagil-navigation-confluence,STAGIL Navigation Menus and Themes for Confluence,STAGIL by catworkx,Themes & styles;Document management;Utilities;Design tools,130,6,3.96,oui,atlassian,2026-07-13
net.customware.confluence.plugin.googledrive,Connector for Google Drive & Confluence,Appfire,Document management;Documentation;Integrations;Macros,86,20,4.0,non,atlassian,2026-06-22
net.savignano.s-notify.jira.gui,S/Notify Email Encryption for Jira,savignano software solutions,Email;Utilities;Security,71,6,5.0,non,atlassian,2025-09-23
com.getnave.jira,Kanban Analytics: Improve Your Delivery Process,Nave,Dashboard gadgets;Charts & diagramming;Reports;Project management,1004,33,4.39,oui,vendor,2026-04-24
com.hivestone.confluence.plugins.findreplace,Find and Replace Utility,Hivestone,Document management;Utilities,92,7,4.46,non,atlassian,2026-01-01
pl.com.tt.apdc.vacation-manager,Vacation Manager for Jira,Transition Technologies PSC,Workflow;Custom fields;Tasks;Project management,96,11,4.09,non,atlassian,2026-03-26
net.veniture.jira.vLinks,Linksy (formerly vLinks) - Easy Issue Linking,DC Factory,Custom fields;Utilities;IT & helpdesk;CRM,112,12,3.75,oui,atlassian,2026-06-17
com.atlassian.jira.plugins.jira-slack-server-integration-plugin,Slack for Jira Data Center (official),Atlassian,Messaging;Integrations,1852,32,3.36,non,free,2026-02-19
de.syracom.jira.plugins.securelogin,Secure Login (2FA) for Jira,syracom AG,Integrations;Utilities;Security,83,12,4.27,non,atlassian,2026-09-10
com.comalatech.workflow.approvals,Comala Document Approval,Appfire,Workflow;Document management;Documentation,231,6,2.29,oui,atlassian,2026-07-16
com.devpod.confluence.plugins.xdraw,x-draw diagrams for Confluence,XDevPod,Charts & diagramming,128,2,5.0,oui,atlassian,2026-01-22
biz.everit.jira.license-optimizer,License Optimizer for Jira,EverIT by catworkx,Admin tools;Monitoring,76,5,5.0,non,atlassian,2026-02-18
mraddon.newstatuscolorspro.newstatuscolorspro,New Status Colors PRO for Jira,Sngular,Themes & styles,155,4,3.75,non,atlassian,2025-10-09
com.digixperience.atlassian.confluence.digi-formatting,Digi formatting,DigiXperience,Document management;Documentation;Macros;Utilities,146,3,4.17,oui,atlassian,2026-06-14
net.seibertmedia.confluence.linchpin-essentials,"Linchpin Essentials | Theme, User Profiles, Menu, Intranet",Seibert,Admin tools;Themes & styles,101,3,5.0,non,atlassian,2026-09-14
ZFIN.instantsearch,Instant Search for Confluence,votazz,Document management;Documentation;IT & helpdesk;Testing & QA,102,9,4.03,oui,atlassian,2026-02-10
com.smartbear.ze.jiraplugin,Zephyr Enterprise Integration for Jira,SmartBear,Testing & QA,1097,12,4.58,oui,free,2026-04-02
com.celestecs.confluence.celestecs-math,CelesteCS Math for Confluence,Celeste Creative Solutions,Reports;Messaging;Macros;Project management,158,15,2.83,oui,atlassian,2026-09-21
com.shdsd.plugin.attachmentListener,Page and Attachment Security Enhancer for Confluence,DragonSoft,Admin tools;Document management;Monitoring;Security,57,8,5.0,non,atlassian,2026-03-24
csfj-1,Calendar Sync for Jira,GLiNTECH - a Valiantys company,Integrations,221,6,2.29,oui,atlassian,2026-07-01
ru.teamlead.jira.plugins.teamlead-catalog-plugin-for-jira,Universal Directories for Jira (Built-In Database),Teamlead,Custom fields;Reports;IT & helpdesk;Dependency management,105,12,3.75,oui,atlassian,2026-06-04
oboard-confluence,OKR Board for Confluence,Oboard Inc.,Dashboard gadgets;Reports;Macros;Project management,932,8,5.0,oui,free,2026-05-11
org.swift.jira.acli,Run CLI Actions in Jira,Appfire,Admin tools;Workflow;Integrations;Utilities,123,7,3.75,non,atlassian,2026-08-10
com.empyra.bud.BulkUserDeleteforJira,Bulk User Delete for Jira,appserve.ai – a division of Empyra,Admin tools;Utilities,173,19,2.43,oui,atlassian,2026-07-17
net.seibertmedia.confluence.plugin.mailpage,Mail Page Scheduler & E-Mail Newsletter for Confluence,kencha Software,Themes & styles;Workflow;Email;Messaging,104,11,3.75,oui,atlassian,2026-02-11
net.kentcom.confluence-blog-tools,"Blog, Page and Template Tools",KC Integrations,Document management;Blueprints;Utilities;Design tools,66,7,4.82,non,atlassian,2026-01-12
de.smartics.atlassian.confluence.smartics-projectdoc-confluence,projectdoc Toolbox for Confluence,smartics,Document management;Documentation;Blueprints;Macros,54,8,5.0,non,atlassian,2026-09-04
com.intrafind.plugin.confluence.universal-search,iFinder Search for Confluence,IntraFind Software AG,Language packs;Document management;Integrations;Utilities,43,13,5.0,oui,atlassian,2026-09-17
tableau-plugin,Tableau for Confluence - Pro,Modus  Create,Reports;Integrations;Macros,63,10,4.62,non,atlassian,2026-09-08
com.devoog.jira.plugin.encrypted,Encryption for Jira,The Adaptavist Group,Admin tools;Custom fields;Utilities;Security,53,8,5.0,non,atlassian,2026-04-20
com.topshelfsolution.simplewiki,Simple Team Pages for Jira,Top Shelf Solutions,Document management;Documentation;Project management,79,21,3.87,oui,atlassian,2022-08-04
com.abdhiware.releasedog,Release Manager - Intuitive Release Management for Jira,votazz,Admin tools;Dashboard gadgets;Tasks;Utilities,92,12,3.85,non,atlassian,2026-02-11
com.optimizory.rmsis.plugin.jira-rmsis,RMsis - Requirements Management for Jira,Optimizory Technologies Pvt. Ltd.,Documentation;Project management;Testing & QA,57,34,4.19,oui,atlassian,2026-07-27
pl.craftware.jira.download-attachments-plugin,Download Attachments,Addonrock Sp. z o.o.,Admin tools;Custom fields;Utilities;Project management,136,4,3.75,non,atlassian,2025-10-02
csdn.confluence.languagepatch.zh_CN,Chinese Language Patch for Confluence,Chinese Technical Support,Language packs,153,1,5.0,oui,atlassian,2025-11-13
com.prcpo.confluence.plugins.secure-content-block,Secure Content for Confluence,Appfire,Document management;Documentation;Macros;Security,97,9,3.89,non,atlassian,2026-04-28
es.excentia.jira.plugins.jira-issue-picker-custom-field-type-plugin,Issue Picker Custom Field Type for Jira,excentia,Admin tools;Custom fields,122,7,3.57,non,atlassian,2026-09-21
calc-macro,Qron Calc Macro - Excel formula in table,Kenputer,Documentation;Macros,166,4,3.12,oui,atlassian,2026-05-30
com.akelesconsulting.jira.plugins.GaugeGadget,Gauge Gadget,Akeles Consulting,Dashboard gadgets;Charts & diagramming,1113,30,3.88,oui,free,2026-01-13
ch.bitvoodoo.confluence.plugins.homepageredirect,Redirect for Confluence,Elevatic,Admin tools,87,3,5.0,non,atlassian,2025-09-02
com.ros.confluence.rate-me,Ratings for Confluence,Ros Entertainment,Document management;Macros;Utilities;Monitoring,101,7,3.93,oui,atlassian,2026-03-27
se.rixter.jira.restful.integrator.restful_integrator,Integrations Hub for Jira,Rixter AB,Admin tools;Integrations;Utilities,64,5,5.0,oui,atlassian,2026-09-01
de.edrup.confluence.plugins.simple-checkout,Simple Checkout,Purde Software,Document management;Documentation;Utilities,86,3,5.0,non,atlassian,2026-03-13
cloud.bdq.jsdattachmentemailer,Easy Email Attachments for Service Desk,BDQ,Email;IT & helpdesk,72,4,5.0,non,atlassian,2026-01-20
app.embedder.miro,Miro Boards for Confluence,CollabSoft,Documentation;Integrations;Macros;Design tools,104,2,5.0,oui,atlassian,2026-02-01
de.t2consult.atlassian.jira.recyclebin,Recycle Bin for Jira,t2consult,Admin tools;Utilities,64,6,4.79,oui,atlassian,2026-06-05
com.rozdoum.agile-remaining-estimate-counter,Agile Remaining Estimate Counter,Rozdoum,Time tracking;Utilities;Monitoring;Project management,70,11,4.2,oui,atlassian,2026-05-14
com.deview-studios.atlassian.jira.issue-ai-analytics,Issue AI Analytics for Jira (Cloud & Private AI),Deview Studios,Custom fields;Tasks;Integrations;Utilities,98,3,4.58,oui,atlassian,2026-08-26
de.xalt.confluence.plugins.advanced-gallery-macro,Advanced Image Gallery & Slider for Confluence,XALT Business Consulting GmbH,Themes & styles;Macros;Design tools;Mobile,56,7,4.82,non,atlassian,2026-07-27
com.miniorange.secureshare.jira-shareissue,Secure Share - Share issues for Jira (External Users),miniOrange,Email;Messaging;Utilities;IT & helpdesk,137,1,5.0,oui,atlassian,2026-07-27
com.intenso.confluence.plugins.confluence-password-policy,Enterprise Password Policy for Confluence,Deviniti,Admin tools,64,11,4.32,non,atlassian,2025-12-29
dropbox-jira,Integration for Dropbox & Jira,Bilith Labs,Document management;Documentation;Integrations,79,4,4.69,oui,atlassian,2026-03-31
com.wittified.delegated-group-management-in-jira,Delegated Group Management in Jira,Appfire,Admin tools;Utilities;Monitoring;Project management,76,7,4.29,non,atlassian,2026-07-29
com.shdsd.confluence.plugin.weChat-CF,WeCom (WeChat Work) for Confluence,DragonSoft,Documentation;Messaging;Integrations;Mobile,48,7,5.0,non,atlassian,2025-04-24
io.teamsecrets.jira.prod,"Encryption, Security & 2FA for Jira",Kickdrum Technology Group LLC,Custom fields;Document management;IT & helpdesk;Security,42,9,5.0,oui,atlassian,2026-06-04
de.kupper.it.atlassian.confluence.macro.usage,Macro usage,Kupper Software,Admin tools,97,2,5.0,non,atlassian,2026-02-02
com.stonikbyte.jira.plugins.project-team-plugin,Project Team for Jira Data Center,StonikByte,Custom fields;Dashboard gadgets;Charts & diagramming;Project management,49,11,4.66,non,atlassian,2025-09-23
de.syracom.confluence.plugins.securelogin,Secure Login (2FA) for Confluence,syracom AG,Integrations;Utilities;Security,72,8,4.22,non,atlassian,2026-09-10
com.almarise.apptime2,"Apptime PSA - Time Tracking, Plans, Gantt, Financials (Free)",Almarise,Time tracking;Reports;Utilities;Project management,749,17,4.41,oui,free,2026-09-04
com.totem-dev.jira.plugins.skillsforjira,Skills for Jira,Totem Dev,Custom fields;Dashboard gadgets;Reports;Project management,50,6,5.0,oui,atlassian,2026-07-14
net.gcore.plugins.fieldtemplates,Field Templates for Jira,Globo Solutions,Tasks;Blueprints;Macros,93,2,5.0,non,atlassian,2026-02-10
org.swift.stash.cli,Bitbucket Command Line Interface (CLI),Appfire,Admin tools;Integrations;Utilities;Repository hooks,90,3,4.58,non,atlassian,2026-08-05
com.xdevpod.apps.AIForConfluence,AI for Confluence,XDevPod,Documentation,125,1,5.0,oui,atlassian,2026-09-24
com.riadalabs.confluence.plugins.insight-confluence,Assets - Confluence Macro,Atlassian,Reports;Macros,1246,17,3.46,non,free,2026-06-24
jira-ukrainian-language-pack.biz.softlist.jira.lp,Ukrainian Language Pack for Jira,Softlist Sp. z o.o.,Language packs,72,3,5.0,non,atlassian,2026-02-04
com.wknowledge.atlassian.confluence.wglossary,Glossary - Terminology Manager,W Knowledge,Document management;Documentation,83,11,3.64,oui,atlassian,2026-09-17
pl.softlist.fpaint.format-painter,Format Painter for Confluence,Softlist Sp. z o.o.,Themes & styles;Documentation;Macros;Utilities,121,1,5.0,oui,atlassian,2026-07-29
de.edrup.confluence.plugins.svg-out,SVG out,Purde Software,Charts & diagramming;Macros,837,15,4.17,oui,free,2026-09-19
com.enhancera.pii.pii4jira,PII Protector for Jira,"Enhancera, LLC",Admin tools,61,5,4.75,oui,atlassian,2026-08-14
com.acidoranges.jira.dndpf.dndpostfunction,DnD Workflow Tools,Sevidev,Admin tools;Workflow;Utilities,52,5,5.0,non,atlassian,2026-05-12
com.miniorange.sso.saml.bamboo-sso,"Single Sign On SAML SSO for Bamboo (SSO SAML), SSO login",miniOrange,Integrations;Utilities,40,8,5.0,non,atlassian,2026-08-11
avono-read-confirmation-plugin,avono Read Confirmations for Confluence,avono AG,Document management;Macros,81,7,3.93,non,atlassian,2025-08-29
com.cognitiff.jira.plugins.wsjf.plugin,WSJF Calculation and Sorting for Jira,Cognitiff,Custom fields;Macros;Utilities;Project management,76,6,4.17,oui,atlassian,2025-11-29
de.kupper.it.atlassian.confluence.deleteAllAttachments,Delete Attachments (Statistics),Kupper Software,Admin tools;Monitoring,131,3,3.33,oui,atlassian,2026-02-03
com.playsql.requirementyogijira,Requirement Yogi - Requirements Management for Jira,Requirement Yogi,Document management;Project management;Testing & QA,973,12,3.96,oui,free,2026-09-10
de.actonic.confluence.fus,Fast User Switcher (FUS) for Confluence,Actonic Labs,Admin tools;IT & helpdesk,45,6,5.0,non,atlassian,2026-02-17
com.ja.jira.plugin.ttb,Time Tracking And Billing Reporting,jPlugs,Time tracking;Dashboard gadgets,78,13,3.56,non,atlassian,2025-11-16
com.akelesconsulting.jira.plugins.dFolder,Dashboard Folders for Jira,Akeles Consulting,Charts & diagramming,43,8,4.84,non,atlassian,2026-03-12
biz.everit.jira.issue-score,Issue Score for Jira,EverIT by catworkx,Custom fields;Dashboard gadgets;Project management,87,8,3.59,non,atlassian,2026-02-18
com.wombatscorp.confluence-tokens,API Tokens for Confluence,Wombats Corp,Admin tools;Integrations;Utilities;Security,49,5,5.0,non,atlassian,2026-06-20
io.moewe.confluence.addons.imagegalleries,Image Galleries and Sliders,MOEWE,Themes & styles;Macros;Design tools;Mobile,100,9,3.19,oui,atlassian,2026-01-22
com.clariostechnology.intelligentreports,Intelligent Reports - Customizable Reporting for Jira,Clarios Technology,Time tracking;Charts & diagramming;Reports;Project management,48,9,4.58,oui,atlassian,2026-07-15
com.mgmtp.jira.app.smart-panels-app,Smart Panels for Jira,mgm technology partners,Admin tools;Document management;IT & helpdesk;Project management,65,3,5.0,oui,atlassian,2026-05-20
com.resolution.atlasplugins.samlsso-bamboo,SAML SSO Single Sign On for Bamboo SSO OAuth + User Sync,resolution Reichert Network Solutions GmbH,Integrations;Utilities;Security,65,3,5.0,non,atlassian,2026-08-27
net.gsolution.plugins.jira-telegram-connector,Telegram Connector for Jira,Globo Solutions,Messaging;Integrations;Monitoring,322,0,0,non,atlassian,2026-07-13
com.wombatscorp.jira-group-rename,Rename Group in Jira,Wombats Corp,Admin tools;Utilities,48,5,5.0,non,atlassian,2026-07-11
com.tse.jira.issueproperties.plugin.jira-issue-properties-plugin,Issue Properties for Jira,ILA eSolution,Workflow;Custom fields;Integrations;Utilities,37,8,5.0,non,atlassian,2026-01-12
com.tse.confluence.purgepageversions.plugin.confluence-purge-pageversions-plugin,Purge Versions for Confluence,ILA eSolution,Admin tools;Macros;Utilities;Monitoring,56,9,4.31,non,atlassian,2026-01-15
com.obss.plugin.fieldSync,Field Sync,OBSS,Workflow;Utilities,56,9,4.31,non,atlassian,2026-09-23
com.arijea.plugins.betterblogs,Better Blogs for Confluence,GLiNTECH - a Valiantys company,Admin tools,54,4,5.0,non,atlassian,2026-06-20
com.caritteprod.bulk-linker,Ultimate Links Manager - Issue Link Schemes & Bulk Link,Jaanga,Tasks;Utilities,139,2,3.12,oui,atlassian,2026-03-23
com.cprime.jira.plugins.safe-translator,SAFe EPIC to Feature Translator for Jira,Appfire,Admin tools;Custom fields;Language packs;Project management,51,11,4.32,non,atlassian,2026-07-30
systems.npe.jira.prjorg,Project Groups for Jira,Rocktronic,Admin tools;Utilities;Project management,47,5,5.0,non,atlassian,2026-01-19
com.shdsd.plugin.organizationPro,OrgWise-Organization and Report for Jira,DragonSoft,Admin tools;Reports;Utilities;Project management,32,10,5.0,non,atlassian,2026-08-13
com.practitest.jira.plugins.practitest-jira-lite,PractiTest Test Management for Jira,H.S. PractiTest Ltd.,Testing & QA,538,14,4.64,oui,free,2026-07-09
doitbetter.meetings,Meetings for Jira,Doitb,Documentation;IT & helpdesk;CRM;Project management,97,2,4.38,oui,atlassian,2025-10-13
com.methoda.plugins.jcreate,JCreate - Requirements Management in Confluence and Jira,Methoda,Document management;Documentation;Integrations;Project management,41,6,5.0,oui,atlassian,2025-05-26
com.atlassian.stash.plugin.stash-look-and-feel-plugin,Look and Feel for Bitbucket Data Center,Atlassian,Admin tools,934,33,3.33,non,free,2025-04-29
com.ja.jira.plugin.searchrequest,Show Saved Filter with Columns for Jira,jPlugs,Dashboard gadgets;Project management,69,8,3.91,non,atlassian,2025-11-17
com.ijs.jira.userabsenceplanner.UserAbsencePlanner,User Absence Planner: Out of Office Planning for Jira,ij-solutions,Tasks;Utilities;Monitoring;Project management,61,3,5.0,oui,atlassian,2026-02-14
com.glintech.jira.plugins.compactcards,Compact Cards for Jira,GLiNTECH - a Valiantys company,Project management,60,6,4.38,non,atlassian,2026-03-26
de.edrup.confluence.plugins.attachment-boxes,Attachment Boxes,Purde Software,Document management,76,2,5.0,non,atlassian,2026-08-26
de.codescape.jira.plugins.multiple-subtasks,Multiple Subtasks for Jira,codescape - Stefan Glase,Tasks;Blueprints;Utilities,102,1,5.0,non,atlassian,2026-04-04
com.xdevpod.apps.AIForJira,AI for Jira,XDevPod,Admin tools;Documentation;Integrations;Utilities,85,3,4.17,oui,atlassian,2026-08-13
com.intenso.jira.plugins.cfr.electronic-signature,Electronic Signature for Jira,Deviniti,Custom fields;IT & helpdesk,51,7,4.46,non,atlassian,2025-10-28
com.softwaretao.confluence.plugins.plantuml,PlantUML Macro for Confluence,Chinese Technical Support,Charts & diagramming;Macros;Design tools,99,1,5.0,oui,atlassian,2025-12-01
org.swift.confluence.acli,Run CLI Actions in Confluence,Appfire,Admin tools;Integrations;Macros;Utilities,88,4,3.75,non,atlassian,2026-08-10
com.miniorange.oauth.bitbucket-oauth,mO OAuth/OpenID Connect (OIDC) for Bitbucket SSO,miniOrange,Integrations;Utilities,31,9,5.0,non,atlassian,2026-07-21
com.addonexpertscenter.quickview.cloud,Quick View - Single Page Project Management,Add-On Experts Center,Themes & styles;Time tracking;Tasks;Project management,59,8,4.06,oui,atlassian,2025-09-22
com.tse.confluence.purgerecyclebin.plugin.confluence-purge-recyclebin-plugin,Auto Purge Trash,ILA eSolution,Admin tools;Utilities,48,4,5.0,non,atlassian,2026-01-14
io.innovura.plugins.colortransitions.color-workflow-actions,Color Workflow,Futurate,Themes & styles;Utilities,56,5,4.5,non,atlassian,2026-03-05
com.infosysta.jira.mobile-for-jira-service-desk-portal-branded,JSM Mobile - Service Management Portal (Branded),Futurate,Messaging;IT & helpdesk;Mobile;Project management,56,3,5.0,oui,atlassian,2026-08-13
com.jsoft.jira.plugins.jira-mattermost,Mattermost Connector for Jira,J Soft,Admin tools;Messaging;Integrations;IT & helpdesk,111,6,2.71,oui,atlassian,2026-04-17
de.stagil.confluence.stagil-issues-macro,STAGIL Tasks (Jira Issues Tables Macro for Confluence),STAGIL by catworkx,Integrations;Macros,95,1,5.0,oui,atlassian,2026-05-27
info.renjithv.jira.plugins.emaileditor.emaileditor-jira-plugin,Mail Template Editor for Jira,Rocktronic,Admin tools;Email,93,17,2.65,non,atlassian,2025-03-06
de.t2consult.atlassian.jira.simpletrafficlights,Simple Traffic Lights for Jira,t2consult,Custom fields,67,3,4.58,oui,atlassian,2026-01-16
com.edagps.atlassian.confluence.tooltip-pro,Tooltip Professional for Confluence,EDAG Production Solutions GmbH & Co. KG,Document management;Documentation;Macros;Design tools,145,2,1.88,oui,atlassian,2026-02-11
com.shdsd.plugin.dingding-jira,DingTalk for Jira,DragonSoft,Messaging;Integrations;IT & helpdesk;Mobile,53,6,4.38,non,atlassian,2025-12-26
no.kantega.kerberosauth.kerberosauth-plugin.bamboo,K-SSO SAML SSO OAuth Kerberos User Management for Bamboo,Kantega SSO,Admin tools;Integrations;Utilities;Security,33,7,5.0,non,atlassian,2026-09-18
com.atlassian.stash.plugin.stash-web-post-receive-hooks-plugin,Web Post Hooks for Bitbucket,Atlassian,Repository hooks,1037,14,3.12,non,free,2025-11-30
com.riadalabs.jira.plugins.insight-discovery,Assets Discovery,Atlassian,IT & helpdesk,648,14,4.02,oui,free,2026-03-17
com.wittified.jira.delegated-admin,Delegated Project Admin Pro for Jira,Appfire,Admin tools;Workflow;Tasks;Project management,45,4,5.0,non,atlassian,2026-08-06
ie.mile.task-manager,Task Manager for Confluence,Rozdoum,Tasks;Integrations;Monitoring;Project management,53,3,5.0,oui,atlassian,2026-05-15
com.view26.macro.json.viewer.confluence,view26 JSON Viewer Macro for Confluence,view26 GmbH,Documentation;Macros,146,3,1.25,oui,atlassian,2026-01-24
net.leanix.confluence.leanix-for-confluence-server,SAP LeanIX for Confluence,SAP LeanIX,Charts & diagramming;Integrations;Macros,874,3,4.58,oui,free,2026-09-24
de.resolution.usersync.confluence,"User Sync: SCIM Provisioning, Group Sync for Confluence",resolution Reichert Network Solutions GmbH,Admin tools;Integrations;Utilities;Security,35,6,5.0,non,atlassian,2026-08-27
